,index,종류별,상황별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,해시태그_수정,재료별_소고기,재료별_돼지고기,재료별_닭고기,재료별_육류,재료별_채소류,재료별_해물류,재료별_달걀/유제품,재료별_쌀,재료별_밀가루,재료별_건어물류,재료별_버섯류,재료별_과일류,재료별_곡류,방법별_볶음,방법별_끓이기,방법별_부침,방법별_조림,방법별_무침,방법별_비빔,방법별_찜,방법별_절임,방법별_튀김,방법별_삶기,방법별_굽기,방법별_회,cluster_label
237,238,밑반찬,일상,든든한 밑반찬 소고기장조림,https://www.10000recipe.com/recipe/6916179,-0.7444138579028239,,0.0,0.0,,"['소고기 장조림용', '깐 봉지 메추리알', '곤약', '청양고추', '깐 마늘', '매운 건 고추', '다시마', '건 생강', '대파', '파뿌리', '통후추', '물', '끓인 육수', '진간장', '흑설탕', '물엿']",든든한 밑반찬 소고기 장조림 만들기,"['장조림 육수 재료 준비한다', '봉지 메추리알과 곤약 작은 봉지 1 준비', '냄비에 육수 재료 모두 넣고 물 1리터 넣고 끓인다', '끓는물에 소주 (소주잔) 1컵 넣고 3~4분간 데친다 고기의 두께나 크기에 따라 데치는 시간이 다를 수 있어요', '데친 고기는 끓이는 육수에 넣고 20~30분간 삶고, 익은 고기는 건져 한 김 식히고, 육수는 걸러 사용한다 사용량 2컵', '한 김 식힌 고기는 먹기 좋은 크기로 찢고', '봉지 메추리알은 첨가물이 묻어 있을 수 있으니 헹궈서 사용한다', '깍둑 썰기한 곤약은 끓는 물에 식초 1스푼을 넣고 1~2분간 데친 후 찬물에 헹궈 사용한다 청양고추는 포크로 두세 군데 구멍을 내준다', '웍에 메추리알과 간장1컵, 육수 2컵, 흑설탕 2스푼을 넣고 저어 끓인다', '보글보글 1분 정도 끓이다가 데친 곤약을 넣고 약 2~3분간 끓이고', '찢어 놓은 고기와 청양고추 넣고 살짝 끓인 후', '물엿 3스푼 넣고 섞어 마무리한다 장조림만 있으면 반찬이 든든한 소고기 장조림 완성']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163
238,239,밑반찬,일상,쇠고기 장조림 만들기,https://www.10000recipe.com/recipe/1850302,-0.741726475809531,,0.0,0.0,,"['쇠고기 장조림용', '물', '간장', '설탕', '맛술', '물엿', '통후추', '깐마늘', '청양고추', '대파']",최고의 도시락 반찬 쇠고기장조림 만들기입니다.,"['먼저 소고기는 장조림용으로 준비하셔서 5cm 정도 크기로 썰어준뒤 찬물에 담궈 1시간정도 핏물을 빼줍니다. 핏물뺀 고기는 물3컵을 넣어 삶아줍니다. 센불에 끓이다가 불을 줄여 충분히 익혀줍니다. 약 40분정도 삶으면 익을꺼예요. 물이 2/3정도 남도록 줄어들면 거의 다 익었다고 보시면 됩니다. 젓가락으로 찔러봤을때 핏물이 나오지않으면 익은거랍니다.', '물이 2/3정도 남으면 (즉 3컵에서 2컵정도로 줄어들면) 조림장을 넣어줍니다. 고기부터 익힌뒤 간장양념을 넣어야 장조림이 딱딱하지않고 맛있답니다. 고기 익힌 물 그대로 한방울도 버리지말고 그냥 그대로 조림장 넣어줍니다.', '간장 8큰술, 설탕 2큰술, 맛술 2큰술, 물엿 1큰술, 통후추있음 쪼매 넣어주고 (저는 없어서 그냥 후추뿌려줬답니다) 깐마늘 5개 넣고 대파 1/3대 넣고 청양고추2개정도 넣어주고 조려줍니다.', '조림장이 자작하게 남도록 조려들면 완성입니다. 청양고추와 대파는 건져내고 마늘은 그냥 먹어도 맛나네요. 사진처럼 조림장이 좀 넉넉히 남도록 조려주세요. 넘 바짝 졸여들면 짜고 먹을때도 별루예요. 조림장이 촉촉하게 남아있어야 더 맛나요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35
239,240,밑반찬,일상,마늘 소고기장조림,https://www.10000recipe.com/recipe/6908888,2.6255632870863588,,0.0,0.0,,"['소고기사태', '통마늘', '저민생강', '월계수잎', '감초', '양파', '대파', '간장', '설탕', '올리고당', '물', '청주', '맛술']",든든하고 맛난 밑반찬 마늘넣은 소고기 장조림 표고버섯 장조림에 마늘만 더 추가해 만든 장조림입니다,"['소고기는 사태를 준비해 6~7센치 길이로 토막내 찬물에 한시간 정도 담궈 핏물을 제거해 줍니다', '향신채소준비 : 통마늘 대파 양파 (통후추 감초 저민생강 월계수잎)는 파우치에 담아 준비 합니다', '고기가 잠길 만큼 물을 넣고 끓이다 푸르르 끓어 오르면 끓인 물은 버리고 소고기는 찬물에 행궈냅니다', '냄비에 물 12컵 맛술반컵 청주반컵 향신채소와 소고기를 넣고 센불에서 끓이다 중불로 30분 끓여 줍니다', '맛술은 은은한 단맛과 풍미를 주고 소고기를 부드럽게 합니다', '향신채는 건져 내고', '완성된 육수에 간장 미림 청주 넣고 조림장을 배합해 건져둔 소고기를 넣고 센불로 끓이다 중불로 줄여서 간이 베이게 30분 끓여 줬어요', '고기는 건져 식혀서 결대로 손으로 먹기좋게 찢어둡니다 속까지 간이 잘 배었어요', '조림장에 찢은 소고기를 넣고 20분~30분 더 끓여 줍니다 ~통후추를 넣어서 국물맛이 깔끔합니다', '통마늘을 넣어 10분정도 끓입니다', '그릇에 담고 조림장을 부어 촉촉하게 담아 냅니다 식어도 부드러우면서 쫄깃한 소고기의 식감이 참 좋아요']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132
240,241,밑반찬,일상,생생정보통 소고기장조림,https://www.10000recipe.com/recipe/6679050,-0.7421103875371443,,0.0,0.0,,"['소고기(홍두깨)', '꽈리고추', '메추리알', '간장', '올리고당', '다진마늘', '포도씨유']",윤기가 좌르르~ 꽈리고추의 산뜻함이 잘 어울리는 소고기장조림을 소개합니다!,"['메추리알은 끓는 물에 소금을 1/2큰술 넣고 삶아 주세요. 저 양은 메추리알 두판입니다.', '고기는 핏물을 따로 빼지않고. 끓는물에 바로 고기넣고 삶아 줍니다. 후추나 월계수잎 이런거 안넣고 그대로 따라해보아요~ 젓가락으로 찔러서 핏물이 나오지 않으면 다 삶아 진거예요~', '10분을 식혀 찢어주세요. 더 오래놔두고 식히면 고기가 단단해져서 찢기가 힘듭니다.', '간장 : 물엿 = 1 : 1 이 비율대로 장조림 물을 만듭니다. 일단 메추리알 조릴 간장물을 만들어요. 간장 100ml + 물엿대신 올리고당 100ml에 다진마늘 1큰술을 체에받혀 우려내줍니다. 그럼 더 깔끔한 장조림이 된답니다.', '간장물에 메추리알 먼저 졸이기. 적당히 졸여지면 따로 담아냅니다.', '팬에 오일 살짝 두르고 깨끗히 씻은 꽈리고추를 볶아 줍니다. 꽈리고추가 통통하게 부풀면되요. 꽈리고추가 볶아지면 간장 : 물엿 = 1: 1 비율을 지켜가며 간장 80ml, 올리고당 80ml를 넣어주었답니다.', '거기에 먼저 졸여놓은 메추리알 넣어주고 찢어놓은 소고기 넣고 휘릭휘릭 볶아내주면 끝! 고기는 마지막에 넣고 간장물만 적셔준다 생각하는 맘으로 끝! 너무오래 졸이면 고기가 질겨진다 합니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,246
241,242,밑반찬,일상,소고기장조림 황금레시피 살짝 매콤하게,https://www.10000recipe.com/recipe/6864689,-0.7444138579028239,,0.0,0.0,,"['계란', '장조림용소고기', '소금', '청양고추', '통마늘', '진간장', '국간장', '설탕', '올리고당', '물']",,"['먼저 소금을 넣고 계란을 삶아줍니다15분~20분정도 삶은후 껍질을 벗겨서 준비!', '냄비에 고기와 물을 잠길정도로 넣고혹시모를 잡내를 위해 월계수잎과 후추.소주를 넣어 삶아주었어요(없는재료는 생략가능)센불로 삶다가 끓기시작하면 중불에서 20분정도 삶아주시는데요20분후 젓가락으로 고기를 찔러보고 핏물이 안나오면 다 삶아졌으니 그때 건져주심 될것 같아요 (핏물나오면 더 삶아주기)', '핏물이 안나올정도로 잘 삶아져서 건져내고좀 식힌후 먹기좋게 잘라주었어요손으로 찢어도 되고 썰어도되고 개인취향대로~', '이제 계란과 고기를 모두 조릴차례인데요냄비에 분량의 양념, 그리고 물을 넣고통마늘을 넣어 같이 끓여줍니다 (통마늘 / 진간장 8스푼 / 국간장 4스푼설탕 3스푼 / 올리고당 3스푼 / 물 3컵)', '설탕이 잘 녹을수 있도록 휘휘 젓다가간장이 끓기 시작하면 삶은계란을 먼저 넣어 고루고루 간장이 베이게 저어주며 끓여줍니다', '계란에 색깔이 어느정도 베이기 시작하면썰어서 준비해뒀던 장조림고기를 넣어 잘 저으며 끓여주시고,', '청양고추를 듬뿍 넣어 간장이 졸여질때까지 푹~ 끓여주면 되요청양고추가 없으시면 꽈리고추도 가능하지만매콤하게 드시려면 청양고추 추천해요! 매운맛이 아니라 매콤해서 아주 맛있답니다^^']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
242,243,밑반찬,일상,소고기장조림 만드는법 맛있고 든든한 반찬,https://www.10000recipe.com/recipe/6946598,0.737869322411967,,0.0,0.0,,"['소고기 홍두깨살', '메추리알', '물', '다시마', '국멸치팩', '간장', '액젓', '올리고당', '청주', '생강가루']","날씨가 쌀쌀해지면서 은근 움추려 들면서 움직이고 싶지 않기도 하는데요, 그래도 기운차게 움직여 보는 요즘 입니다. 며칠전에 아이들이 모처럼 장조림 타령을 해서 마트 횡허니 다녀와서 국물 자박하게 소고기장조림 만들기 로 한끼 반찬 맛있게 만들어 봤답니다. 도시락반찬으로도 좋은 담백한 소고기반찬으로 언제 먹어도 질리지 않고 맛이 좋은 장조림 같아요.","['물 1.5리터를 붓고 다시마와 국멸치팩을 넣어 줍니다.', '소고기 홍두깨살, 생강가루 0.5큰술,청주 3큰술을 넣고 끓여 줍니다.', '센불에서 끓이다가 중불로 줄여 끓여줍니다.', '고기가 2/3 정도 익으면 약불로 줄여 끓이다가 젓가락으로 고기를 찔러봐서 푹 들어가면 불을 끄고 고기를 건져 줍니다.', '너무 뜨거우니 좀 식혀서 먹기좋게 쪽쪽 찢어 줍니다.', '냄비에 찢은 고기와 메추리알을 넣고 간장 3큰술과 액젓 3큰술을 넣고 끓여 줍니다. 간은 기호에 따라 가감해서 넣어 줍니다.', '국물이 자박자박하게 다 끓여지면 청양고추나 청고추를 넣어 한소끔 더 끓여준 후 불을 꺼 줍니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75
243,244,밑반찬,일상,소고기장조림,https://www.10000recipe.com/recipe/6830624,-0.7440299461752106,,0.0,0.0,,"['소고기', '달걀', '알감자', '청양고추', '간장', '물엿', '마늘']",한 여름 더위에 지쳐 입맛 없을 때 만들어 놓으면 밥반찬 걱정없게 만드는 소고기 장조림! 계란도 넣고 감자도 넣고 같이 졸여주면 입맛 돋구는데 좋아요~,"['소고기는 10분정도 찬물에 담가서 핏물을 빼줍니다.', '고기가 잠길 정도로 물을 넉넉하게 붓고 끓으면 중불에 30분정도 삶아줍니다. 나중에 소고기 육수를 그대로 사용할거니까 물을 넉넉하게 넣고 삶아주세요,', '소고기 삶을때 옆에서 감자랑 계란도 같이 삶아줍니다.', '소고기가 다 삶아지면 쭉쭉 찢어 주거나 칼로 썰어 주세요.', '감자도 껍질 벗겨두구요.', '계란도 껍질 벗겨두구요.', '간장이랑 물엿을 1:1로 섞어서 양념을 만듭니다. 좀 더 짜게 먹고 싶으면 양을 더 늘려주면 돼요~', '청양고추도 두어개 썰어주구요, 꽈리고추가 있으면 넣어주면 더 맛나요~^^', '소고기 삶은 물에 소고기랑 감자랑 계란이랑 간장 양념을 모두 붓고 끓이다가 마늘도 한숟갈 넣고 끓여주세요~ 혹시 소고기육수에 재료가 다 잠기지 않으면 재료가 다 잠기도록 물을 좀 넣어주세요!', '한 10분정도 중불에 졸여주면 먹기 딱 알맞게 졸여집니다.국물도 맛나구요^^']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26
244,245,밑반찬,일상,소고기 장조림 부드럽고 맛있게,https://www.10000recipe.com/recipe/6888209,-0.743262122719984,,0.0,0.0,,"['소고기', '계란', '통마늘', '간장', '올리고당', '설탕']",장조림 맛있게 만드는 방법입니다,"['소고기는 홍두께살로 준비해 물에 담궈 핏물을 제거해 주세요', '물을 넉넉히 넣고 팔팔 끓을때 핏물 제거한 소고기를 넣고', '소고기 누린내를 잡아줄 통후추 생강 양파 대파 넣고 뚜껑을 열어 잡냄새를 잡아가며 끓여줍니다 간장을 미리 넣으면 질겨지니 고기는 먼저 삶고 간장은 나중에 넣어서 조려 주는게 비법~!!', '고기 삶은 육수는 채반에 걸러 버리지 말고 육수로 받아', '간장 맛술 올리고당 설탕을 넣고 끓이다 소고기가 알맞게 익으면 결방향으로 먹기 좋은 크기로 찢어 줍니다', '삶은 계란을 넣고 계란에 양념이 적당히 베이면', '통마늘 넣어 같이 조려주세요', '국물이 반정도 남았을때 간을 보고 국물 넉넉하게 조려줍니다', '질기지않고 국물이 자박자박한 소고기 장조림 맛있게 하는법']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,236
245,246,밑반찬,일상,밥도둑 소고기장조림,https://www.10000recipe.com/recipe/6939838,1.5820912114335222,,0.0,0.0,,"['소고기', '메추리알', '간장', '물', '생강', '맛술', '설탕', '매실청', '월계수잎', '소주', '후추', '통깨']",여름철 덥기도 하고 마땅한 밥반찬이 없어서 만들어 보았어요.,"['1,소고기 500g ,그리고 메추리알과 재료를 준비합니다.', '2,고기는 흐르는물에 한번빨리 세척해서 물기를 제거하고 3등분해줍니다.', '3, 간장 1컵에 물 500ml를 희석해서 가스 불을 중불에 처움에 놓습니다', '4,소고기를 넣고 생강도 함께 넣어줍니다.', '5, 맛술도 넣어주고요.', '6, 소주랑 월계수잎 그리고 설탕과 매실청도 넣어줍니다. 이제 불을 약으로 줄이고 25분간 푹 끓여서 고기가 완전히 잘익어서 잘 찢어지도록 푹 끓여줍니다.', '7, 25분가량 푹 끓이고나면 이제 통후추를 넣고 요', '8,메추리알을 넣어줍니다 기호에 따라 청양고추 1개정도 넣어주면 맛이 개운해요 메추리알을 넣고 3분가량 더졸여준후 불을 꺼줍니다. 이제 장조림을 완전히 식혀줍니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,233
246,247,밑반찬,일상,"소고기장조림 만들기. 장조림 반찬, 밑반찬만들기.",https://www.10000recipe.com/recipe/6877825,-0.7398069171714647,,0.0,0.0,,"['소고기 홍두깨살', '메추리알', '간장', '올리고당', '대파', '청양고추', '다시마', '통마늘', '통후추']",소고기장조림 주문이 들어왔어요..^^ 아버님이 소고기장조림 이 드시고 싶다며... 그래서 주말 병원에 가기전날 밤 부랴부랴 만들었네요.,"['홍두깨살을 삶아 줍니다. 저는 냉동실에 잘라서 보관 하던 걸 꺼내서 삶았어요. 15분정도 삶은 후 찬물에 헹궈 줍니다. 불순물들이 많이 나오거든요.', '그리고 잘게 찢어 주세요.', '물이 자작하게 잠기게 붓고 간장, 올리고당, 청양고추, 대파, 다시마, 통마늘을 넣어 줍니다. 통후추도 있다면 통후추도 넣어주세요.', '원래는 소고기만 넣고 만들려고 했는데 메추리알도 추가했습니다. 20분정도 끓여 준 후 고추와 대파 등은 건져내 주세요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,216
247,248,밑반찬,일상,국민반찬 메추리알 소고기장조림~*,https://www.10000recipe.com/recipe/6928409,-0.7444138579028239,,0.0,0.0,,"['소고기', '메추리알', '청양초', '양파', '대파', '후추', '맛술', '소금', '식초', '간장', '올리고당', '맛술', '고기삶은물']",메추리알 장조림,"['소금,식초 넣고 메추리알 10분정도 삶아주세요 다 삶은 메추리알은 찬물에 잠시 담궈놓았다가 껍질을 벗겨 준비합니다', '양파,대파,맛술1,후추톡톡 넣고 소고기 삶아 결따라 찢어 준비해 주세요 이때 소고기 삶은 물은 버리지 않아요', '준비한 메추리알,소고기,청양초 넣고 메추리알이 잠길정도로 고기 삶은 물을 부어줍니다 양념은 간장5큰술 올리고당3큰술 맛술1 넣고', '자작하게 조려 완성한다']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,227
248,249,밑반찬,일상,끝내주게 맛있는 소고기 장조림 만드는법,https://www.10000recipe.com/recipe/6945180,0.9259860689424635,,0.0,0.0,,"['소고기사태', '파프리카', '통마늘', '꽈리고추', '대파', '간장', '설탕', '후추']",쫄깃쫄깃한 소고기 사태와 은은하게 매콤한 꽈리고추 파프리카의 만남은 사랑입니다♡♡♡,"['소고기 장조림 만들기 소고기는 사태로 준비했답니다 보통 국거리나 장조림 만들때 많이 쓰이는 부위랍니다 지방이 적고 담백한 맛이 일품이지요~', '소고기장조림 만들기 통마늘과 파프리카도 준비해주세요', '소고기 장조림과 만나면 예술인 꽈리고추도 넣을거랍니다', '먼저 소고기 사태를 끓는물에 한소끔 끓여주세요 5분정도 초벌로 삶아서 핏물을 제거한뒤 다시 냄비에 물 받아서 본격적으로 삶아주세요 대파 통마늘 후추 소주 반컵넣고 40분정도 팔팔팔 끓여줍니다', '소고기 사태가 삶아지는동안 파프리카도 먹기좋게 썰어서 준비해주시고요 꽈리고추도 꼭지 떼고 깨끗이 씻어서 준비해주세요', '잘 삶아진 사태는 먹기좋은 크기로 잘라주세요 칼보다는 손맛이 더 좋답니다ㅎ 뜨거우니 한김 식힌후 손질해주세요', '고기삶은 육수와 간장 설탕의 비율을 4:1:1로 넣고 한번 더 끓여주세요', '통마늘과 꽈리고추도 넣고 마늘이 익을때까지 끓여주세요', '파프리카는 잔열로 익혀도 충분히 맛있으니 소고기 장조림이 완성되면 불을 끈뒤 파프리카 넣고 뒤적여 주세요 파프리카는 꼭 살려주셔야 해요ㅎ', '소고기 장조림 완성입니다 반찬으로도 최고~~ 술안주로도 최고~~~~ 꽈리고추랑 간장 넣고 밥비벼먹으면 눈물이 나는 소고기 장조림ㅠㅠ 장조림 국물에 빠진 파프리카도 예술이랍니다~~~ 오늘 저녁 반찬으로 소고기 장조림 어떠신지요~~?']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83
249,250,밑반찬,일상,짭쪼름 맛있는 밑반찬 소고기장조림,https://www.10000recipe.com/recipe/6600653,-0.7436460344475974,,0.0,0.0,,"['쇠고기', '메추리알', '대파', '양파', '통마늘', '다시마', '통후추', '맛술', '청양고추', '간장', '설탕', '올리고당']",남녀노소 모두가 좋아하는 밑반찬 소고기장조림을 만들게 되었답니다,"['소고기는 찬물에 담가 핏물을 빼주세요 한 30분~1시간 정도~', '불에 2개의 냄비에 준비한 소고기의 양이 잠길 만큼의 물을 냄비에 부어 끓이는데 한 냄비에는 조림물을 만들거니까 대파, 양파, 통마늘, 맛술, 통후추를 넣고 육수의 맛이 우러나도록 푹 끓입니다.', '다른 냄비는 그냥 찬물만 끓여주세요. 소고기를 한번 데치기만 할거에요. 한번 데치는 이유는 소고기가 촉촉하고 짜지않게 만들기 위해서인데 그냥 끓는 물에 10초 정도 삶아주어 고기가 회색빛이 될 때 건지면 겉을 살짝 데쳤기 때문에 육즙이 빠지지않아 촉촉하고 맛있는 장조림이 되는거에요.', '육수가 푹 끓었으면 육수재료를 건져내고 간장양념을 해요 장조림이니까 간장과 설탕이 들어가야겠죠? 간장과 설탕을 넣은 다음 설탕이 완전히 녹을 때까지 끓였다가 소고기를 넣어 푹 끓여주세요. 젓가락을 찔러 푹 들어가면 소고기가 다 익은거에요.', '조림물도 많이 줄었고 소고기의 색도 맛있게 검은 색으로 변했어요. 조금씩 소고기장조림의 형태가 되어가고 있네요 ㅎㅎ 육수낼 때 깔끔하라고 넣었던 태국고추 프리키누를 넣었더니 고추씨가 듬성듬성.. ㅎㅎ', '소고기가 다 익었음 건져서 식힌 다음 결대로 찢어줍니다.', '소고기를 식혀 찢는 동안 메추리알을 넣어 졸여주세요. 까만색이 나도록~ 그리고 찢은 소고기를 넣고 올리고당을 넣은 다음 잠시 더 조린 뒤 마무리 하시면 됩니다. 올리고당을 미리 넣으면 소고기가 질겨져요 그러니까 꼭 제일 마지막에 넣어 윤기만 내게 해 주세요~~', '맛있게 조려진 소고기장조림이에요~ 밥도둑이 따로없는~~~']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160
250,251,밑반찬,일상,국민 밑반찬 인기메뉴 장조림 만들기 :),https://www.10000recipe.com/recipe/6872818,-0.7436460344475974,,0.0,0.0,,"['소고기양지', '양파', '통후추', '생강', '마른표고버섯', '계란', '간장', '설탕']",양지를 이용한 소고기장조림 만들기 도전~,"['먼저 준비한 소고기의 핏물을 빼줍니다. 30분 정도 물에 넣어 두면 됩니다.', '핏물을 빼는 동안 양파와 생강 그리고 통후추를 넣고 물을 끓여주세요.(대파를 넣어도 좋아요)', '끓는물에 소고기를 넣어 삶아줍니다.', '불린 표고버섯도 함께 넣고 끓여주세요. (생표고를 넣으시려면 간장넣고 조릴때 넣으면 됩니다)', '이렇게 끓이다보면 불순물이 많이 나오는데요. 불순물을 제거 잘해야 잡내도 없고 맛있는 장조림을 만들수 있어요.', '30분간 삶은 소고기를 꺼내서 식혀주세요.', '소고기가 식으면 먹기좋은 크기로 찢어주세요. 장조림은 찢어야 제맛입니다.', '육수에서 양파, 통후추, 생강을 제거하고 잘 찢은 소고기를 넣고, 간장과 설탕을 넣어줍니다.', '그리고 삶은계란을 넣고 15분간 졸려줍니다.', '짜잔~ 시간은 오래걸렸어도 만들고 나면 정말 뿌듯합니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165
251,252,밑반찬,일상,소고기장조림 황금레시피 부드럽고 맛있게,https://www.10000recipe.com/recipe/6872420,-0.7444138579028239,,0.0,0.0,,"['장조림용 소고기', '통마늘', '생강가루', '간장', '물', '설탕', '청주', '매실액', '후추']",밥도둑 국민반찬 소고기장조림! 오랜만에 급 땡겨서 만들었어요. 아이들도 어른들도 누구나 좋아하는 국민밑반찬 부드럽고 맛있게 만들었어요.,"['맨먼저 소고기는 물에 30분정도 담궈 핏물을 빼줍니다.', '그리고 30분후 끓는물에 넣어 5분정도 살짝 데쳐줍니다. 데쳐준후 흐르는물에 헹궈주고 물기를 빼줍니다.', '이제 냄비에 간장양념 준비! 간장 250ml / 물 1L / 설탕 5스푼 청주 5스푼 / 매실액 2스푼 / 후추 톡톡 통마늘 8개 / 생강가루 3분의1스푼 몽~땅 다 넣어 끓여줍니다. 마늘은 나중에 건지기 쉽게 육수우릴때 쓰는 다시백에 넣어 끓여주었어요.', '간장양념이 끓어오르면 데쳤던 소고기를 넣어 중약불로 오래오래 끓여줍니다. 양념장이 졸아들도록 대략 1시간정도 끓여주었어요.', '대략 1시간정도 맛있게 졸여지면 고기를 먼저 건져 식힌후 장갑끼고 잘게잘게 먹기좋게 찢어주었어요. 그러고 반찬통으로 슝~']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,236
252,253,밑반찬,일상,새송이버섯소고기장조림~수입홍두께살로 맛있게,https://www.10000recipe.com/recipe/7001605,-0.07333615803484811,,0.0,0.0,,"['소고기', '새송이버섯', '사과', '대파', '편생강', '월계수잎', '청양고추', '맛술', '진간장', '굴소스', '다진마늘', '후추가루', '올리고당', '참기름', '통깨']",호주산홍두께살과 새송이버섯을 넣어 잡냄새없이 장조림을 만들어봤어요,"['호주산소고기(홍두께살)을 준비후에 찬물에 30~40분을 담구어서 핏물을 빼주세요', '핏물을 빼준 홍두께살을 절반씩 자른후에 냄비에 넣고 푹잠기게 물을 붓고 대파,사과,월계수잎,편생강(말린것),맛술을 넣고 40~1시간을 푹 삶아주세요 그사이에 새송이버섯을 위에부분을 잘라주시고 얇고 가늘게 채를 썰어주세요 (위에 남은부분은 썰어서 냉동실에 넣었다가 찌개하실때 넣어주시면 되세요) 삶아준 소고기는 건져내서 뜨거울때 면장갑에 위생장갑을 껴주신후 먹기좋은 크기로 찢어주세요 뜨거울때 찢어주셔야 결대로 잘 찢어지네요', '저는 소고기를 얇게 찢어주었어요 삶았던 육수는 채에 걸러내서 따로 담아놓으세요', '찢어놓은 소고기에 채를 썰어준 새송이버섯을 넣고 진간장,다진마늘,굴소스,올리고당,후추가루조금을 넣어주시고 위에 육수를 부어주세요 *단맛은 개인취향껏 조절하세요', '센불에서 조려주세요 저는 청양고추2개를 살짝씩 가위로 잘라준후 넣어 칼칼함을 주었어요 청양고추는 취향껏 넣고 빼세요', '센불에서 10~15분정도를 조려주신후 참기름,통깨를 넣어서 섞어주시면 완성이네요']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124
253,254,밑반찬,일상,소고기 장조림,https://www.10000recipe.com/recipe/6883739,-0.7378873585333985,,0.0,0.0,,"['소고기 홍두깨살', '삶은 계란', '대파', '양파', '통마늘', '청양고추', '물', '무', '양조간장', '청주', '맛술', '설탕', '물엿', '육수']",따끈한 집밥에 맛난 밑반찬들! 그중 소고기 장조림 맛있게 만드는 방법을 올립니다.,"['소고기 준비', '6~7cm길이로 토막내어 찬물에 30분정도 담가 핏물을 뺀다.', '향신채소 준비', '고기가 잠길 만큼의 물을 끓이다가 핏물 뺀 소고기를 주물러 헹구어 씻어 물에 넣고 푸르르 삶아 물은 버리고 소고기는 찬물에 헹구어낸다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68
